id	term	count
4362	need of	20
4363	social networking	20
4364	conceptual graph	20
4365	influence of	20
4366	process to	20
4367	text of	20
4368	to form	20
4369	comment and	20
4370	of question	20
4371	sentiment score	20
4372	analysis on	20
4373	probabilistic topic	20
4374	access to	20
4375	and ontology	20
4376	wide range	19
4377	llc part	19
4378	view of	19
4379	and evaluated	19
4380	to collect	19
4381	of identifying	19
4382	by comparing	19
4383	a certain	19
4384	of relevant	19
4385	better performance	19
4386	different feature	19
4387	a different	19
4388	extract and	19
4389	of accuracy	19
4390	method outperforms	19
4391	and ha	19
4392	and syntactic	19
4393	gold standard	19
4394	data analytics	19
4395	retrieval of	19
4396	vector representation	19
4397	a general	19
4398	three different	19
4399	springer-verlag london	19
4400	researcher in	19
4401	method wa	19
4402	and phrase	19
4403	to express	19
4404	wa evaluated	19
4405	pattern of	19
4406	manually annotated	19
4407	textual information	19
4408	method on	19
4409	and used	19
4410	data a	19
4411	word sense	19
4412	researcher to	19
4413	to estimate	19
4414	datasets and	19
4415	processing tool	19
4416	question and	19
4417	scientific text	19
4418	performed on	19
4419	literature is	19
4420	ability of	19
4421	feature set	19
4422	text by	19
4423	a data	19
4424	methodology to	19
4425	decision support	19
4426	word segmentation	19
4427	asis t	19
4428	scientific article	18
4429	model on	18
4430	take advantage	18
4431	nlp technique	18
4432	proposed algorithm	18
4433	of advanced	18
4434	engineering and	18
4435	semantic knowledge	18
4436	case of	18
4437	feature based	18
4438	of great	18
4439	a series	18
4440	text a	18
4441	efficacy of	18
4442	research field	18
4443	product and	18
4444	language modeling	18
4445	change in	18
4446	document a	18
4447	knowledge in	18
4448	language of	18
4449	mining information	18
4450	and use	18
4451	and discus	18
4452	approach wa	18
4453	state-of-the-art method	18
4454	sense disambiguation	18
4455	a graph	18
4456	addition to	18
4457	category of	18
4458	system of	18
4459	effect on	18
4460	in comparison	18
4461	to analyse	18
4462	test data	18
4463	example of	18
4464	a positive	18
4465	and f	18
4466	positive negative	18
4467	used and	18
4468	health record	18
4469	to increase	18
4470	in data	18
4471	available at	18
4472	freely available	18
4473	vast amount	18
4474	a way	18
4475	document vector	18
4476	of event	18
4477	data ha	18
4478	context and	18
4479	annotation of	18
4480	ontology learning	18
4481	product feature	18
4482	is introduced	18
4483	term extraction	18
4484	of chinese	18
4485	scientific publication	17
4486	only a	17
4487	logistic regression	17
4488	study in	17
4489	mining a	17
4490	in detail	17
4491	discussed in	17
4492	research topic	17
4493	of deep	17
4494	introduce a	17
4495	different approach	17
4496	classification technique	17
4497	to compute	17
4498	commonly used	17
4499	semantics of	17
4500	ha not	17
4501	presence of	17
4502	selection and	17
4503	a tool	17
4504	extracted by	17
4505	feature space	17
4506	important research	17
4507	medical record	17
4508	performance and	17
4509	performance on	17
4510	supply chain	17
4511	a highly	17
4512	knowledge is	17
4513	syntactic and	17
4514	a promising	17
4515	word vector	17
4516	of experiment	17
4517	keyphrase extraction	17
4518	state-of-the-art approach	17
4519	to handle	17
4520	is important	17
4521	a great	17
4522	set and	17
4523	different text	17
4524	of short	17
4525	strength of	17
4526	summarization is	17
4527	a term	17
4528	and web	17
4529	hybrid approach	17
4530	proposed methodology	17
4531	approach by	17
4532	issue and	17
4533	classification model	17
4534	data collection	17
4535	extracting information	17
4536	user review	17
4537	algorithm in	17
4538	response to	17
4539	extract information	17
4540	is in	17
4541	structured information	17
4542	depending on	17
4543	a compared	17
4544	advance in	17
4545	integration of	17
4546	more specifically	17
4547	clinical information	17
4548	and language	17
4549	of current	17
4550	mentioned in	17
4551	lexical resource	17
4552	based method	17
4553	given a	17
4554	weight of	17
4555	a information	17
4556	included in	17
4557	approach on	17
4558	may not	17
4559	precision of	17
4560	involved in	17
4561	name and	17
4562	information available	17
4563	more complex	17
4564	a detailed	17
4565	by human	17
4566	word is	17
4567	is compared	17
4568	achieved by	17
4569	and compared	17
4570	notion of	17
4571	annotated corpus	17
4572	markov model	17
4573	application to	16
4574	to define	16
4575	technology and	16
4576	design methodology	16
4577	opinion of	16
4578	publishing limited	16
4579	of people	16
4580	on several	16
4581	presented in	16
4582	to give	16
4583	give a	16
4584	is crucial	16
4585	is more	16
4586	produced by	16
4587	study and	16
4588	and development	16
4589	frequency of	16
4590	and linguistic	16
4591	source and	16
4592	a language	16
4593	and respectively	16
4594	labeled data	16
4595	user-generated content	16
4596	of big	16
4597	is considered	16
4598	accuracy in	16
4599	novel method	16
4600	definition of	16
4601	measure and	16
4602	aim is	16
4603	sequence of	16
4604	a possible	16
4605	a social	16
4606	representation is	16
4607	to effectively	16
4608	automatic summarization	16
4609	and document	16
4610	composed of	16
4611	model ha	16
4612	evolution of	16
4613	and efficiency	16
4614	language in	16
4615	of content	16
4616	and time	16
4617	and retrieval	16
4618	represented by	16
4619	in online	16
4620	negative sentiment	16
4621	in twitter	16
4622	use permitted	16
4623	a fuzzy	16
4624	a statistical	16
4625	and tool	16
4626	real world	16
4627	raw text	16
4628	detection in	16
4629	in unstructured	16
4630	important to	16
4631	stemming is	16
4632	written by	16
4633	user s	16
4634	process in	16
4635	tool in	16
4636	in textual	16
4637	twitter data	16
4638	language identification	16
4639	of automatically	16
4640	clustering technique	16
4641	useful to	16
4642	experimental evaluation	16
4643	and statistical	16
4644	essential to	16
4645	analysis a	16
4646	disease and	16
4647	chemical entity	16
4648	sentiment in	16
4649	word list	16
4650	a domain	16
4651	multi-document summarization	16
4652	to take	15
4653	of study	15
4654	supervised machine	15
4655	f-score of	15
4656	usage of	15
4657	to various	15
4658	utilized to	15
4659	s opinion	15
4660	statistical and	15
4661	is achieved	15
4662	springer-verlag gmbh	15
4663	automatic extraction	15
4664	data on	15
4665	web mining	15
4666	and review	15
4667	help in	15
4668	by considering	15
4669	a comparison	15
4670	is on	15
4671	and technique	15
4672	tagging and	15
4673	extraction technique	15
4674	success of	15
4675	of several	15
4676	text similarity	15
4677	and different	15
4678	a systematic	15
4679	knowledge and	15
4680	required to	15
4681	of machine	15
4682	various application	15
4683	of many	15
4684	relation in	15
4685	training and	15
4686	is employed	15
4687	important in	15
4688	ensemble of	15
4689	proposed technique	15
4690	and test	15
4691	of internet	15
4692	and product	15
4693	database and	15
4694	resulted in	15
4695	a challenge	15
4696	processing text	15
4697	described in	15
4698	of domain	15
4699	nlp and	15
4700	in analyzing	15
4701	processing is	15
4702	electronic health	15
4703	becomes a	15
4704	semantic feature	15
4705	clinical text	15
4706	to exploit	15
4707	web document	15
4708	aspect and	15
4709	to share	15
4710	and provides	15
4711	of training	15
4712	and f-measure	15
4713	and question	15
4714	of named	15
4715	event in	15
4716	on semantic	15
4717	of three	15
4718	to calculate	15
4719	benefit of	15
4720	knowledge source	15
4721	bug report	15
4722	of statistical	15
4723	selection method	15
4724	design and	15
4725	in arabic	15
4726	term weighting	15
4727	gene and	15
4728	to search	15
4729	implemented in	15
4730	health care	15
4731	in identifying	15
4732	multilingual text	15
4733	use in	15
4734	web text	15
4735	world wide	15
4736	wide web	15
4737	learning to	14
4738	complexity and	14
4739	methodology approach	14
4740	originality value	14
4741	lie in	14
4742	a process	14
4743	and io	14
4744	mining ha	14
4745	challenge to	14
4746	software engineering	14
4747	effective and	14
4748	rate and	14
4749	challenge and	14
4750	clustering is	14
4751	a brief	14
4752	wiley periodical	14
4753	network model	14
4754	resulting in	14
4755	available on	14
4756	serve a	14
4757	approach ha	14
4758	caused by	14
4759	internet and	14
4760	work ha	14
4761	machine and	14
4762	a fundamental	14
4763	in chinese	14
4764	high quality	14
4765	is required	14
4766	medium platform	14
4767	a twitter	14
4768	and improve	14
4769	make a	14
4770	by user	14
4771	semantic indexing	14
4772	similarity score	14
4773	datasets in	14
4774	potential to	14
4775	is designed	14
4776	building a	14
4777	stock price	14
4778	trend of	14
4779	available and	14
4780	study proposes	14
4781	many text	14
4782	property of	14
4783	more and	14
4784	on natural	14
4785	to combine	14
4786	english text	14
4787	and english	14
4788	to describe	14
4789	information source	14
4790	a question	14
4791	easy to	14
4792	similar to	14
4793	baseline method	14
4794	tested on	14
4795	field and	14
4796	leading to	14
4797	a complex	14
4798	english language	14
4799	user in	14
4800	a basic	14
4801	of specific	14
4802	rapid growth	14
4803	and application	14
4804	a rule-based	14
4805	and many	14
4806	review on	14
4807	adverse drug	14
4808	opinion on	14
4809	content is	14
4810	a product	14
4811	and concept	14
4812	and nlp	14
4813	system wa	14
4814	on word	14
4815	power of	14
4816	at http	14
4817	specific domain	14
4818	to gain	14
4819	feature to	14
4820	and evaluate	14
4821	a human	14
4822	of technology	14
4823	describe a	14
4824	semantic annotation	14
4825	and context	14
4826	domain is	14
4827	small set	14
4828	to enable	14
4829	data by	14
4830	performance is	14
4831	supervised and	14
4832	and unsupervised	14
4833	researcher and	14
4834	million of	14
4835	online news	14
4836	a task	14
4837	corpus to	14
4838	classification performance	14
4839	a useful	14
4840	medium site	14
4841	needed to	14
4842	act a	14
4843	performs better	14
4844	drug reaction	14
4845	mutual information	14
4846	and therefore	14
4847	information overload	14
4848	information processing	14
4849	news event	14
4850	a benchmark	13
4851	a company	13
4852	emerald publishing	13
4853	more accurate	13
4854	to automate	13
4855	survey of	13
4856	structure is	13
4857	and find	13
4858	to test	13
4859	in domain	13
4860	a classification	13
4861	service and	13
4862	especially in	13
4863	a total	13
4864	total of	13
4865	and algorithm	13
4866	better understanding	13
4867	representation model	13
4868	public health	13
4869	indexing and	13
4870	to validate	13
4871	many researcher	13
4872	difference in	13
4873	research direction	13
4874	much attention	13
4875	graph and	13
4876	task to	13
4877	a vital	13
4878	pose a	13
4879	informa uk	13
4880	uk limited	13
4881	limited trading	13
4882	trading a	13
4883	a taylor	13
4884	of structured	13
4885	attention to	13
4886	to leverage	13
4887	a list	13
4888	and user	13
4889	to avoid	13
4890	world scientific	13
4891	scientific publishing	13
4892	and testing	13
4893	scientific research	13
4894	in turn	13
4895	and efficient	13
4896	word a	13
4897	semantically similar	13
4898	of linguistic	13
4899	top of	13
4900	tend to	13
4901	medium post	13
4902	system a	13
4903	k-means algorithm	13
4904	is becoming	13
4905	feature extracted	13
4906	a unified	13
4907	detection is	13
4908	semantic network	13
4909	within a	13
4910	of phrase	13
4911	relationship and	13
4912	objective is	13
4913	knowledge acquisition	13
4914	high dimensional	13
4915	dimensionality reduction	13
4916	output of	13
4917	of researcher	13
4918	frequency and	13
4919	find a	13
4920	contributes to	13
4921	of computer	13
4922	in conjunction	13
4923	adoption of	13
4924	scope of	13
4925	text information	13
4926	of more	13
4927	negative and	13
4928	research ha	13
4929	application area	13
4930	unstructured information	13
4931	twitter message	13
4932	a popular	13
4933	th century	13
4934	relying on	13
4935	various text	13
4936	in extracting	13
4937	identify and	13
4938	structured data	13
4939	of clinical	13
4940	processing information	13
4941	and hence	13
4942	to process	13
4943	available data	13
4944	offer a	13
4945	stemmer is	13
4946	is obtained	13
4947	to some	13
4948	wa to	13
4949	system based	13
4950	in scientific	13
4951	time of	13
4952	study to	13
4953	quantity of	13
4954	a concept	13
4955	a vast	13
4956	effective in	13
4957	of annotated	13
4958	to rank	13
4959	is made	13
4960	usefulness of	13
4961	text based	13
4962	efficient and	13
4963	in practice	13
4964	in some	13
4965	periodical inc	13
4966	is known	13
4967	mining text	13
4968	and industry	13
4969	message and	13
4970	level and	13
4971	semantic role	13
4972	is carried	13
4973	in clinical	13
4974	of comment	13
4975	by text	13
4976	statistical method	13
4977	a valuable	13
4978	use case	13
4979	a tweet	13
4980	evaluated by	13
4981	piece of	13
4982	full text	13
4983	experiment to	13
4984	point of	13
4985	extension of	13
4986	opinion target	13
4987	renewable energy	13
4988	life science	13
4989	protein name	13
4990	feature engineering	12
4991	of work	12
4992	of digital	12
4993	a computational	12
4994	people s	12
4995	to assist	12
4996	traditional text	12
4997	in real	12
4998	real time	12
4999	dataset is	12
5000	word removal	12
5001	a lexical	12
5002	fail to	12
5003	system ha	12
5004	of graph	12
5005	datasets of	12
5006	size and	12
5007	and content	12
5008	given text	12
5009	baseline model	12
5010	and research	12
5011	data processing	12
5012	et al	12
5013	finally a	12
5014	twitter and	12
5015	of method	12
5016	and extraction	12
5017	represents a	12
5018	a critical	12
5019	and human	12
5020	of electronic	12
5021	a rich	12
5022	background knowledge	12
5023	multi-task learning	12
5024	representation method	12
5025	recommender system	12
5026	unstructured textual	12
5027	intelligence and	12
5028	benchmark datasets	12
5029	user and	12
5030	expected to	12
5031	publishing company	12
5032	and summarization	12
5033	mixture of	12
5034	probability distribution	12
5035	therefore in	12
5036	coverage of	12
5037	movement of	12
5038	wa found	12
5039	however in	12
5040	classification in	12
5041	research effort	12
5042	design of	12
5043	order of	12
5044	name of	12
5045	a powerful	12
5046	is now	12
5047	and method	12
5048	to map	12
5049	framework of	12
5050	network to	12
5051	a real-world	12
5052	summarization of	12
5053	time in	12
5054	model called	12
5055	answering and	12
5056	efficiency and	12
5057	vector of	12
5058	contextual information	12
5059	mechanism to	12
5060	john wiley	12
5061	wiley son	12
5062	son ltd	12
5063	embedded in	12
5064	subset of	12
5065	sentence to	12
